time_h,R_m,Csurface_shrink,Csurface_fixed,G,Q,GQ
1.593333333333333357e+01,1.221260503703703801e-02,1.053971382766331205e-01,1.860247556015993398e-01,1.637652240398032477e+00,4.072995248388596723e-01,6.670149793654126524e-01
1.594999999999999929e+01,1.221196400000000050e-02,1.052340677639073824e-01,1.858052646724975276e-01,1.637738204927561059e+00,4.067570807491458496e-01,6.661616112676811419e-01
1.596666666666666679e+01,1.221131674074074115e-02,1.050716247340231779e-01,1.855861820861597344e-01,1.637825013028594734e+00,4.062162848297776185e-01,6.653111919937578778e-01
1.598333333333333250e+01,1.221066237037036865e-02,1.049098098758226155e-01,1.853675070359139532e-01,1.637912784201678740e+00,4.056771574818218151e-01,6.644638024980736857e-01
1.600000000000000000e+01,1.221000000000000037e-02,1.047486239890891568e-01,1.851492387168398868e-01,1.638001638001638005e+00,4.051397200109907448e-01,6.636195249975278543e-01
1.601666666666666572e+01,1.220932617283950611e-02,1.045880708082472799e-01,1.849313763260108379e-01,1.638092038567319886e+00,4.046040155591848486e-01,6.627786166598687023e-01
1.603333333333333499e+01,1.220863901234567860e-02,1.044281532147775526e-01,1.847139190624185745e-01,1.638184238208329813e+00,4.040700811666800285e-01,6.619412380988156652e-01
1.605000000000000071e+01,1.220794000000000046e-02,1.042688727565684315e-01,1.844968661269652532e-01,1.638278038719063190e+00,4.035379441483420426e-01,6.611073516880686674e-01
1.606666666666666643e+01,1.220723061728395085e-02,1.041102248699068977e-01,1.842802167224640297e-01,1.638373241813129821e+00,4.030075864343640735e-01,6.602768458617541691e-01
1.608333333333333215e+01,1.220651234567901415e-02,1.039522051402846370e-01,1.840639700536084999e-01,1.638469649119701721e+00,4.024789909004800048e-01,6.594496109987610932e-01
1.610000000000000142e+01,1.220578666666666603e-02,1.037948072636769442e-01,1.838481253269809157e-01,1.638567062180342981e+00,4.019521261457394412e-01,6.586255144757668933e-01
1.611666666666666714e+01,1.220505506172839434e-02,1.036380258736135512e-01,1.836326817510391674e-01,1.638665282446316152e+00,4.014269675321463504e-01,6.578044351326327588e-01
1.613333333333333286e+01,1.220431901234567997e-02,1.034818546179390175e-01,1.834176385361055150e-01,1.638764111276372226e+00,4.009034828261265893e-01,6.569862397411596611e-01
1.614999999999999858e+01,1.220358000000000033e-02,1.033262873146764266e-01,1.832029948942975606e-01,1.638863349935019142e+00,4.003816408152579553e-01,6.561707971189731925e-01
1.616666666666666785e+01,1.220283950617283980e-02,1.031713173334817268e-01,1.829887500396579769e-01,1.638962799591271002e+00,3.998614066664296085e-01,6.553579705185151871e-01
1.618333333333333357e+01,1.220209901234568101e-02,1.030169380536152396e-01,1.827749031880376851e-01,1.639062261317881575e+00,3.993427453470945188e-01,6.545476232294996644e-01
1.619999999999999929e+01,1.220136000000000137e-02,1.028631426802600057e-01,1.825614535571153663e-01,1.639161536091058524e+00,3.988256202392473915e-01,6.537396163038339258e-01
1.621666666666666501e+01,1.220062395061728353e-02,1.027099242697923215e-01,1.823484003663972119e-01,1.639260424790661030e+00,3.983099933187708164e-01,6.529338088460936440e-01
1.623333333333333428e+01,1.219989234567901357e-02,1.025572759435914583e-01,1.821357428374245913e-01,1.639358728200880133e+00,3.977958267627113020e-01,6.521300606453360738e-01
1.625000000000000000e+01,1.219916666666666892e-02,1.024051907582567422e-01,1.819234801932679557e-01,1.639456247011407575e+00,3.972830819699857963e-01,6.513282305676383332e-01
1.626666666666666572e+01,1.219844839506172701e-02,1.022536615725154752e-01,1.817116116589059249e-01,1.639552781819084482e+00,3.967717185448252915e-01,6.505281748873071868e-01
1.628333333333333499e+01,1.219773901234568088e-02,1.021026815682968131e-01,1.815001364611153467e-01,1.639648133130035657e+00,3.962616982462000559e-01,6.497297537603194950e-01
1.630000000000000071e+01,1.219704000000000274e-02,1.019522436316685904e-01,1.812890538284693820e-01,1.639742101362297477e+00,3.957529802915472072e-01,6.489328235236535569e-01
1.631666666666666643e+01,1.219635283950617523e-02,1.018023407214504183e-01,1.810783629914695103e-01,1.639834486848921857e+00,3.952455241491607540e-01,6.481372412724721865e-01
1.633333333333333215e+01,1.219567901234567923e-02,1.016529660561736187e-01,1.808680631822171259e-01,1.639925089841575145e+00,3.947392909710412678e-01,6.473428672096844805e-01
1.635000000000000142e+01,1.219502000000000086e-02,1.015041125897655216e-01,1.806581536346562045e-01,1.640013710514619749e+00,3.942342395944185562e-01,6.465495580891520433e-01
1.636666666666666714e+01,1.219437728395061926e-02,1.013557734654355197e-01,1.804486335845005285e-01,1.640100148969688920e+00,3.937303300038214604e-01,6.457571728931523758e-01
1.638333333333333286e+01,1.219375234567901187e-02,1.012079418676009035e-01,1.802395022692080129e-01,1.640184205240744930e+00,3.932275222048462471e-01,6.449655709863431063e-01
1.639999999999999858e+01,1.219314666666666824e-02,1.010606109390687624e-01,1.800307589275194353e-01,1.640265679299628188e+00,3.927257755901510938e-01,6.441746110768524769e-01
1.641666666666666785e+01,1.219256172839506408e-02,1.009137739451718419e-01,1.798224028004938302e-01,1.640344371062097295e+00,3.922250501969122283e-01,6.433841532800534946e-01
1.643333333333333357e+01,1.219199901234568201e-02,1.007674241330693554e-01,1.796144331306877839e-01,1.640420080394354940e+00,3.917253056303539038e-01,6.425940573546483625e-01
1.644999999999999929e+01,1.219146000000000118e-02,1.006215548441632412e-01,1.794068491623599382e-01,1.640492607120065838e+00,3.912265019295866897e-01,6.418041841249311208e-01
1.646666666666666501e+01,1.219094617283950771e-02,1.004761595357550608e-01,1.791996501414896137e-01,1.640561751027862503e+00,3.907285997399388422e-01,6.410143957660189296e-01
1.648333333333333428e+01,1.219045901234568074e-02,1.003312315868464949e-01,1.789928353164536856e-01,1.640627311879342631e+00,3.902315588116529455e-01,6.402245533436478064e-01
1.650000000000000000e+01,1.219000000000000118e-02,1.001867644668468782e-01,1.787864039364422675e-01,1.640689089417555202e+00,3.897353393086628870e-01,6.394345189641720273e-01
1.651666666666666572e+01,1.218956641975308709e-02,1.000427556711214333e-01,1.785803552526785132e-01,1.640747448374387796e+00,3.892399324148951290e-01,6.386444259151583536e-01
1.653333333333333499e+01,1.218915358024691420e-02,9.989921098662855881e-02,1.783746885180896857e-01,1.640803019531308804e+00,3.887453938105479567e-01,6.378546159932348969e-01
1.655000000000000071e+01,1.218875999999999987e-02,9.975613438612836170e-02,1.781694029872867291e-01,1.640856001758997706e+00,3.882517653477176589e-01,6.370652393643285727e-01
1.656666666666666643e+01,1.218838419753086669e-02,9.961352789175356715e-02,1.779644979161983387e-01,1.640906594005431707e+00,3.877590738731597209e-01,6.362764212039071499e-01
1.658333333333333215e+01,1.218802469135802508e-02,9.947139349773923001e-02,1.777599725628923599e-01,1.640954995289851448e+00,3.872673461529518857e-01,6.354882861823304419e-01
1.660000000000000142e+01,1.218768000000000108e-02,9.932973377532902659e-02,1.775558261869246424e-01,1.641001404697202348e+00,3.867766136150494471e-01,6.347009662463232171e-01
1.661666666666666714e+01,1.218734864197530861e-02,9.918855107141373584e-02,1.773520580495013543e-01,1.641046021373064434e+00,3.862869060933585841e-01,6.339145903530166715e-01
1.663333333333333286e+01,1.218702913580247023e-02,9.904784796466015173e-02,1.771486674134764572e-01,1.641089044519058238e+00,3.857982554012466259e-01,6.331292903335514755e-01
1.664999999999999858e+01,1.218671999999999984e-02,9.890762701998481732e-02,1.769456535434729971e-01,1.641130673388737859e+00,3.853106934122457194e-01,6.323451977435203819e-01
1.666666666666666785e+01,1.218641975308642177e-02,9.876789094382733281e-02,1.767430157055799589e-01,1.641171107283962982e+00,3.848242532856142595e-01,6.315624458744757419e-01
1.668333333333333357e+01,1.218612691358024816e-02,9.862864239129981447e-02,1.765407531675751707e-01,1.641210545551758049e+00,3.843389679511754475e-01,6.307811672679483062e-01
1.669999999999999929e+01,1.218584000000000160e-02,9.848988407631434350e-02,1.763388651988578026e-01,1.641249187581651947e+00,3.838548709784193602e-01,6.300014951425906284e-01
1.671666666666666501e+01,1.218555753086419773e-02,9.835161873361435159e-02,1.761373510704448697e-01,1.641287232803504192e+00,3.833719962797544345e-01,6.292235629083534620e-01
1.673333333333333428e+01,1.218527802469135737e-02,9.821384900869295498e-02,1.759362100550466435e-01,1.641324880685812948e+00,3.828903772380816140e-01,6.284475027360402200e-01
1.675000000000000000e+01,1.218499999999999965e-02,9.807657765921562465e-02,1.757354414268709475e-01,1.641362330734509767e+00,3.824100483040920317e-01,6.276734481807009214e-01
1.676666666666666572e+01,1.218472197530864193e-02,9.793980742356853120e-02,1.755350444617637118e-01,1.641399782492238169e+00,3.819310439564220783e-01,6.269015324771046727e-01
1.678333333333333499e+01,1.218444246913580331e-02,9.780354092016996237e-02,1.753350184371637310e-01,1.641437435538117384e+00,3.814533978978048023e-01,6.261318872226737664e-01
1.680000000000000071e+01,1.218415999999999944e-02,9.766778089471429836e-02,1.751353626320966417e-01,1.641475489487991046e+00,3.809771450236434376e-01,6.253646456114224650e-01
1.681666666666666643e+01,1.218387308641975461e-02,9.753253001236431019e-02,1.749360763271749775e-01,1.641514143995160824e+00,3.805023197674494706e-01,6.245999397212377291e-01
1.683333333333333215e+01,1.218358024691358100e-02,9.739779083955713013e-02,1.747371588045768531e-01,1.641553598751608556e+00,3.800289559504536063e-01,6.238379002702836296e-01
1.685000000000000142e+01,1.218328000000000119e-02,9.726356603680892665e-02,1.745386093480512102e-01,1.641594053489700444e+00,3.795570883238347792e-01,6.230786591522722295e-01
1.686666666666666714e+01,1.218297086419753081e-02,9.712985815558798641e-02,1.743404272429085189e-01,1.641635707984381076e+00,3.790867509417624737e-01,6.223223467697789335e-01
1.688333333333333286e+01,1.218265135802469243e-02,9.699666969810182005e-02,1.741426117760158654e-01,1.641678762055850394e+00,3.786179776365096172e-01,6.215690928183947861e-01
1.689999999999999858e+01,1.218231999999999995e-02,9.686400319515917068e-02,1.739451622358297311e-01,1.641723415572731604e+00,3.781508026438442083e-01,6.208190273180218544e-01
1.691666666666666785e+01,1.218197530864197596e-02,9.673186108403568351e-02,1.737480779123000973e-01,1.641769868455722925e+00,3.776852596187713629e-01,6.200722790019758124e-01
1.693333333333333357e+01,1.218161580246913435e-02,9.660024578428322295e-02,1.735513580969340608e-01,1.641818320681738275e+00,3.772213822433619912e-01,6.193289763200406917e-01
1.694999999999999929e+01,1.218123999999999769e-02,9.646915969038619143e-02,1.733550020827712146e-01,1.641868972288535788e+00,3.767592041666439906e-01,6.185892473453343809e-01
1.696666666666666501e+01,1.218084641975308684e-02,9.633860556895972038e-02,1.731590091643791518e-01,1.641922023379834394e+00,3.762987622283159861e-01,6.178532250732438058e-01
1.698333333333333428e+01,1.218043358024691394e-02,9.620858570095171258e-02,1.729633786378844129e-01,1.641977674130921550e+00,3.758400895076640658e-01,6.171210360149516072e-01
1.700000000000000000e+01,1.217999999999999985e-02,9.607910250107626338e-02,1.727681098008812532e-01,1.642036124794745477e+00,3.753832203381415322e-01,6.163928084370140503e-01
1.701666666666666572e+01,1.217954098765432029e-02,9.595015856406792498e-02,1.725732019524920668e-01,1.642098008477726356e+00,3.749281906936382525e-01,6.156688352601805692e-01
1.703333333333333499e+01,1.217905382716049333e-02,9.582176211181056558e-02,1.723786543933439608e-01,1.642163692174348100e+00,3.744750827076736566e-01,6.149493844465278025e-01
1.705000000000000071e+01,1.217853999999999985e-02,9.569391648305905496e-02,1.721844664255641200e-01,1.642232977023518448e+00,3.740239390262497521e-01,6.142344468651410594e-01
1.706666666666666643e+01,1.217800098765432076e-02,9.556661701352413274e-02,1.719906373528062027e-01,1.642305664145977673e+00,3.735747369187782940e-01,6.135239064235530337e-01
1.708333333333333215e+01,1.217743827160493696e-02,9.543985999585014035e-02,1.717971664801706266e-01,1.642381554635799601e+00,3.731274613169653365e-01,6.128176599950666548e-01
1.710000000000000142e+01,1.217685333333333279e-02,9.531363976129011983e-02,1.716040531142563330e-01,1.642460449552374913e+00,3.726820808796046935e-01,6.121155781016300867e-01
1.711666666666666714e+01,1.217624765432098743e-02,9.518795117350699331e-02,1.714112965631398033e-01,1.642542149912875393e+00,3.722385684025434349e-01,6.114175384244046052e-01
1.713333333333333286e+01,1.217562271604938177e-02,9.506278903737448716e-02,1.712188961363708961e-01,1.642626456685197800e+00,3.717968959758478076e-01,6.107234178433619265e-01
1.714999999999999858e+01,1.217498000000000018e-02,9.493814755766483149e-02,1.710268511450000750e-01,1.642713170781389342e+00,3.713570305067455668e-01,6.100330850756970902e-01
1.716666666666666785e+01,1.217432098765432180e-02,9.481402109846487347e-02,1.708351609014970574e-01,1.642802093051555445e+00,3.709189399639521989e-01,6.093464109252448857e-01
1.718333333333333357e+01,1.217364716049382754e-02,9.469040332141757943e-02,1.706438247198041325e-01,1.642893024278247127e+00,3.704825862445958462e-01,6.086632565578106169e-01
1.719999999999999929e+01,1.217295999999999830e-02,9.456728830471834713e-02,1.704528419153152063e-01,1.642985765171330881e+00,3.700479344163942197e-01,6.079834886771898761e-01
1.721666666666666501e+01,1.217226098765432016e-02,9.444466957254421535e-02,1.702622118048715549e-01,1.643080116363339727e+00,3.696149446742268974e-01,6.073069663049580624e-01
1.723333333333333428e+01,1.217155160493827055e-02,9.432254092936542822e-02,1.700719337067863601e-01,1.643175878405309653e+00,3.691835792504788993e-01,6.066335521277219645e-01
1.725000000000000000e+01,1.217083333333333385e-02,9.420089593696823194e-02,1.698820069407702693e-01,1.643272851763094788e+00,3.687537980706138141e-01,6.059631053539699108e-01
1.726666666666666572e+01,1.217010765432098747e-02,9.407972829582121610e-02,1.696924308279797455e-01,1.643370836814168623e+00,3.683255619219474863e-01,6.052954869157197715e-01
1.728333333333333499e+01,1.216937604938271578e-02,9.395903161891791533e-02,1.695032046909976386e-01,1.643469633844907518e+00,3.678988305694945171e-01,6.046305563680167694e-01
1.730000000000000071e+01,1.216863999999999967e-02,9.383879947607849659e-02,1.693143278538289942e-01,1.643569043048360490e+00,3.674735631204262831e-01,6.039681724834102816e-01
1.731666666666666643e+01,1.216790098765432003e-02,9.371902557928225852e-02,1.691257996419248955e-01,1.643668864522501494e+00,3.670497195757288500e-01,6.033081957983408294e-01
1.733333333333333215e+01,1.216716049382715950e-02,9.359970348727152112e-02,1.689376193821103822e-01,1.643768898268969547e+00,3.666272583553809583e-01,6.026504845421973844e-01
1.735000000000000142e+01,1.216641999999999897e-02,9.348082691323303384e-02,1.687497864026313299e-01,1.643868944192293347e+00,3.662061388777805848e-01,6.019948988737535700e-01
1.736666666666666714e+01,1.216568098765431934e-02,9.336238955995160294e-02,1.685623000331354926e-01,1.643968802099604165e+00,3.657863201787531215e-01,6.013412986086870138e-01
1.738333333333333286e+01,1.216494493827160323e-02,9.324438511960114750e-02,1.683751596046686727e-01,1.644068271700833694e+00,3.653677609080635547e-01,6.006895432113235067e-01
1.739999999999999858e+01,1.216421333333333327e-02,9.312680741290246811e-02,1.681883644496981745e-01,1.644167152609402827e+00,3.649504205049189931e-01,6.000394937251768424e-01
1.741666666666666785e+01,1.216348765432098689e-02,9.300965020815862849e-02,1.680019139020419439e-01,1.644265244343397825e+00,3.645342576722809813e-01,5.993910102630521930e-01
1.743333333333333357e+01,1.216276938271604845e-02,9.289290736023632367e-02,1.678158072969147541e-01,1.644362346327233659e+00,3.641192315517411959e-01,5.987439539372904074e-01
1.744999999999999929e+01,1.216205999999999884e-02,9.277657275488165878e-02,1.676300439709098311e-01,1.644458257893810949e+00,3.637053012549941733e-01,5.980981860885313806e-01
1.746666666666666501e+01,1.216136098765432071e-02,9.266064030455990752e-02,1.674446232619948571e-01,1.644552778287160510e+00,3.632924258294762399e-01,5.974535682285473381e-01
1.748333333333333428e+01,1.216067382716049319e-02,9.254510398937912385e-02,1.672595445095343136e-01,1.644645706665580631e+00,3.628805646080419112e-01,5.968099626149979686e-01
1.750000000000000000e+01,1.215999999999999893e-02,9.242995858882693816e-02,1.670748070542222297e-01,1.644736842105263275e+00,3.624696834623568065e-01,5.961672425367711137e-01
1.751666666666666572e+01,1.215932617283950468e-02,9.231521109980600492e-02,1.668904102381257026e-01,1.644827987645758105e+00,3.620598525291354730e-01,5.955261786428178716e-01
1.753333333333333499e+01,1.215863901234567716e-02,9.220088773758061684e-02,1.667063534046674955e-01,1.644920947130047884e+00,3.616513070161643251e-01,5.948878104678487766e-01
1.755000000000000071e+01,1.215793999999999903e-02,9.208699802327879880e-02,1.665226358986222621e-01,1.645015520721438085e+00,3.612441403249991856e-01,5.942522176042968063e-01
1.756666666666666643e+01,1.215723061728394942e-02,9.197354047283817780e-02,1.663392570661377523e-01,1.645111508501448938e+00,3.608383518222186281e-01,5.936193252914266916e-01
1.758333333333333215e+01,1.215651234567901272e-02,9.186051218333682322e-02,1.661562162546703081e-01,1.645208710466117052e+00,3.604339286189879310e-01,5.929890389114815807e-01
1.760000000000000142e+01,1.215578666666666460e-02,9.174791043450993000e-02,1.659735128130267190e-01,1.645306926522786650e+00,3.600308592827107246e-01,5.923612665397947064e-01
1.761666666666666714e+01,1.215505506172839464e-02,9.163573152236434427e-02,1.657911460913473189e-01,1.645405956487381749e+00,3.596291237766745530e-01,5.917359023884781744e-01
1.763333333333333286e+01,1.215431901234567853e-02,9.152397114896067276e-02,1.656091154411024058e-01,1.645505600082169728e+00,3.592286967640343498e-01,5.911128322354380904e-01
1.764999999999999858e+01,1.215357999999999890e-02,9.141262458316309902e-02,1.654274202151126971e-01,1.645605656934006511e+00,3.588295489592517873e-01,5.904919356424227495e-01
1.766666666666666785e+01,1.215283950617283837e-02,9.130168683162125098e-02,1.652460597674870746e-01,1.645705926573071576e+00,3.584316485815567388e-01,5.898730883420244542e-01
1.768333333333333357e+01,1.215209901234567784e-02,9.119115275183928282e-02,1.650650334536629960e-01,1.645806208432091244e+00,3.580349623187134567e-01,5.892561638198884344e-01
1.769999999999999929e+01,1.215135999999999994e-02,9.108101702610080230e-02,1.648843406303900638e-01,1.645906301846048470e+00,3.576394550890966695e-01,5.886410329199310842e-01
1.771666666666666501e+01,1.215062395061728209e-02,9.097127426846955689e-02,1.647039806557266950e-01,1.646006006052384674e+00,3.572450909616158854e-01,5.880275653555502302e-01
1.773333333333333428e+01,1.214989234567901213e-02,9.086191910024363216e-02,1.645239528890594938e-01,1.646105120191686311e+00,3.568518338088826902e-01,5.874156307825945111e-01
1.775000000000000000e+01,1.214916666666666749e-02,9.075294608949455166e-02,1.643442566910437996e-01,1.646203443308868808e+00,3.564596467782666922e-01,5.868050979270457157e-01
1.776666666666666572e+01,1.214844839506172731e-02,9.064434983686786573e-02,1.641648914236421564e-01,1.646300774354845453e+00,3.560684930386986413e-01,5.861958358129725211e-01
1.778333333333333499e+01,1.214773901234567771e-02,9.053612489006906960e-02,1.639858564501087135e-01,1.646396912188689221e+00,3.556783350318870607e-01,5.855877125289129514e-01
1.780000000000000071e+01,1.214703999999999957e-02,9.042826580143527304e-02,1.638071511349857845e-01,1.646491655580289537e+00,3.552891349735963766e-01,5.849805960523656312e-01
1.781666666666666643e+01,1.214635283950617380e-02,9.032076712064907031e-02,1.636287748441226375e-01,1.646584803213499093e+00,3.549008547888656828e-01,5.843743541428270127e-01
1.783333333333333215e+01,1.214567901234567780e-02,9.021362347163217055e-02,1.634507269446182354e-01,1.646676153689774491e+00,3.545134567887919252e-01,5.837688554562339149e-01
1.785000000000000142e+01,1.214501999999999943e-02,9.010682937697296613e-02,1.632730068048581507e-01,1.646765505532308937e+00,3.541269021247570592e-01,5.831639670000660081e-01
1.786666666666666714e+01,1.214437728395061783e-02,9.000037938622712508e-02,1.630956137944995776e-01,1.646852657190662983e+00,3.537411519148912498e-01,5.825595559887246644e-01
1.788333333333333286e+01,1.214375234567901217e-02,8.989426831184890720e-02,1.629185472844680294e-01,1.646937407045887092e+00,3.533561693342333609e-01,5.819554932869897002e-01
1.789999999999999858e+01,1.214314666666666508e-02,8.978849075587251594e-02,1.627418066469754343e-01,1.647019553416138482e+00,3.529719154340917875e-01,5.813516465266969080e-01
1.791666666666666785e+01,1.214256172839506091e-02,8.968304136954426131e-02,1.625653912554647917e-01,1.647098894562794458e+00,3.525883514330124258e-01,5.807478838810328226e-01
1.793333333333333357e+01,1.214199901234567884e-02,8.957791498605213731e-02,1.623893004846459764e-01,1.647175228697062455e+00,3.522054399000452141e-01,5.801440760157065002e-01
1.794999999999999929e+01,1.214145999999999802e-02,8.947310647058069610e-02,1.622135337104810837e-01,1.647248353987082581e+00,3.518231434304137650e-01,5.795400939103103610e-01
1.796666666666666501e+01,1.214094617283950454e-02,8.936861060535669643e-02,1.620380903101805992e-01,1.647318068565527094e+00,3.514414236209312259e-01,5.789358071731516286e-01
1.798333333333333428e+01,1.214045901234567931e-02,8.926442227573538890e-02,1.618629696622076175e-01,1.647384170537697479e+00,3.510602427266866776e-01,5.783310867730654392e-01
1.800000000000000000e+01,1.213999999999999975e-02,8.916053649445787599e-02,1.616881711462654359e-01,1.647446457990115354e+00,3.506795638845676688e-01,5.777258054111493735e-01
1.801666666666666572e+01,1.213956283950617249e-02,8.905695612731236166e-02,1.615136942736120351e-01,1.647505784550441277e+00,3.502994199859558178e-01,5.771203207515266387e-01
1.803333333333333499e+01,1.213913975308641979e-02,8.895369343882592039e-02,1.613395377797581243e-01,1.647563205202817516e+00,3.499199309582902151e-01,5.765152030139892858e-01
1.805000000000000071e+01,1.213872999999999862e-02,8.885075269245507057e-02,1.611657017241567014e-01,1.647618820090734681e+00,3.495411413219518537e-01,5.759105628380430941e-01
1.806666666666666643e+01,1.213833283950617285e-02,8.874813658573042774e-02,1.609921853906049471e-01,1.647672729397134050e+00,3.491630841978232147e-01,5.753064919449486503e-01
1.808333333333333215e+01,1.213794753086419598e-02,8.864584711034510789e-02,1.608189880164845875e-01,1.647725033342275713e+00,3.487857866692779529e-01,5.747030719689478762e-01
1.810000000000000142e+01,1.213757333333333362e-02,8.854388554634225195e-02,1.606461092188849749e-01,1.647775832181721078e+00,3.484092683391073475e-01,5.741003720772971386e-01
1.811666666666666714e+01,1.213720950617283925e-02,8.844225287177207018e-02,1.604735482124327872e-01,1.647825226204445048e+00,3.480335474486189740e-01,5.734984590512560709e-01
1.813333333333333286e+01,1.213685530864197504e-02,8.834095012274091607e-02,1.603013044844013302e-01,1.647873315731062549e+00,3.476586419958868635e-01,5.728973991283204947e-01
1.814999999999999858e+01,1.213650999999999966e-02,8.823997814759886038e-02,1.601293773880729798e-01,1.647920201112181404e+00,3.472845687883643895e-01,5.722972564408785878e-01
1.816666666666666785e+01,1.213617283950617180e-02,8.813933782278614293e-02,1.599577663089429558e-01,1.647965982726875334e+00,3.469113448693443291e-01,5.716980953667110121e-01
1.818333333333333357e+01,1.213584308641975362e-02,8.803903008547811493e-02,1.597864706325065609e-01,1.648010760981277967e+00,3.465389879189033628e-01,5.710999811899137857e-01
1.819999999999999929e+01,1.213552000000000033e-02,8.793905564126290597e-02,1.596154897617239887e-01,1.648054636307302756e+00,3.461675135367114908e-01,5.705029756231483340e-01
1.821666666666666501e+01,1.213520283950617236e-02,8.783941538655455628e-02,1.594448231000658023e-01,1.648097709161479241e+00,3.457969391384737579e-01,5.699071432291700212e-01
1.823333333333333428e+01,1.213489086419753185e-02,8.774011006036802618e-02,1.592744700227050614e-01,1.648140080023915433e+00,3.454272808743283907e-01,5.693125463426591537e-01
1.825000000000000000e+01,1.213458333333333403e-02,8.764114035560287286e-02,1.591044299190403633e-01,1.648181849397383436e+00,3.450585545034670076e-01,5.687192465119120799e-01
1.826666666666666572e+01,1.213427950617283931e-02,8.754250707889149608e-02,1.589347021784703329e-01,1.648223117806523641e+00,3.446907769031742341e-01,5.681273069865027114e-01
1.828333333333333499e+01,1.213397864197530811e-02,8.744421084639085462e-02,1.587652862216907268e-01,1.648263985797173925e+00,3.443239631813861945e-01,5.675367879588310016e-01
1.830000000000000071e+01,1.213367999999999912e-02,8.734625236579701690e-02,1.585961814634663236e-01,1.648304553935821870e+00,3.439581293775957893e-01,5.669477510163377643e-01
1.831666666666666643e+01,1.213338283950617276e-02,8.724863233784299621e-02,1.584273872778252934e-01,1.648344922809177326e+00,3.435932916715243035e-01,5.663602578380498853e-01
1.833333333333333215e+01,1.213308641975308771e-02,8.715135141262896068e-02,1.582589030605433544e-01,1.648385193023870876e+00,3.432294657816884476e-01,5.657743692040285710e-01
1.835000000000000142e+01,1.213278999999999920e-02,8.705441020543998321e-02,1.580907282073961972e-01,1.648425465206271756e+00,3.428666671770739804e-01,5.651901453450921542e-01
1.836666666666666714e+01,1.213249283950617284e-02,8.695780932320709700e-02,1.579228621455607273e-01,1.648465840002429239e+00,3.425049112203181201e-01,5.646076461797591151e-01
1.838333333333333286e+01,1.213219419753086385e-02,8.686154939740795000e-02,1.577553042977536679e-01,1.648506418078140134e+00,3.421442135861796907e-01,5.640269320051152224e-01
1.839999999999999858e+01,1.213189333333333439e-02,8.676563102591990095e-02,1.575880540552783982e-01,1.648547300119134862e+00,3.417845898087124024e-01,5.634480627514788509e-01
1.841666666666666785e+01,1.213158950617283967e-02,8.667005476188771596e-02,1.574211108283535276e-01,1.648588586831389868e+00,3.414260550156824614e-01,5.628710975457202892e-01
1.843333333333333357e+01,1.213128197530864184e-02,8.657482115708854675e-02,1.572544740287186993e-01,1.648630378941559727e+00,3.410686243849353483e-01,5.622960954648124066e-01
1.844999999999999929e+01,1.213096999999999960e-02,8.647993068797113492e-02,1.570881430651185351e-01,1.648672777197536687e+00,3.407123124682125970e-01,5.617231144223630013e-01
1.846666666666666501e+01,1.213065283950617336e-02,8.638538381164802271e-02,1.569221173492797439e-01,1.648715882369129027e+00,3.403571336904690492e-01,5.611522119931092734e-01
1.848333333333333428e+01,1.213032975308641834e-02,8.629118102307192784e-02,1.567563962979466596e-01,1.648759795248866844e+00,3.400031028776320796e-01,5.605834462845040722e-01
1.850000000000000000e+01,1.213000000000000016e-02,8.619732276678011840e-02,1.565909793270554573e-01,1.648804616652926658e+00,3.396502344500983428e-01,5.600168746085710803e-01
1.851666666666666572e+01,1.212966666666666707e-02,8.610380745547650816e-02,1.564258658538666136e-01,1.648849927175794816e+00,3.392985237962699574e-01,5.594523462523344204e-01
1.853333333333333499e+01,1.212933333333333398e-02,8.601062583165799968e-02,1.562610552951606280e-01,1.648895240189073297e+00,3.389478940736634360e-01,5.588895692101738533e-01
1.855000000000000071e+01,1.212900000000000089e-02,8.591777437263932449e-02,1.560965470696260571e-01,1.648940555692967269e+00,3.385983219775453579e-01,5.583285051983598590e-01
1.856666666666666643e+01,1.212866666666666607e-02,8.582525087771340766e-02,1.559323405986727529e-01,1.648985873687682124e+00,3.382497965021445951e-01,5.577691362097696448e-01
1.858333333333333215e+01,1.212833333333333298e-02,8.573305372714594419e-02,1.557684353041043912e-01,1.649031194173423254e+00,3.379023120388547907e-01,5.572114531353934419e-01
1.860000000000000142e+01,1.212799999999999989e-02,8.564118151210738106e-02,1.556048306089702904e-01,1.649076517150395826e+00,3.375558649117389454e-01,5.566554500523399618e-01
1.861666666666666714e+01,1.212766666666666680e-02,8.554963251482854136e-02,1.554415259349249678e-01,1.649121842618805456e+00,3.372104484714558703e-01,5.561011161335610575e-01
1.863333333333333286e+01,1.212733333333333371e-02,8.545840517370428824e-02,1.552785207057228722e-01,1.649167170578857755e+00,3.368660574786389583e-01,5.555484428761018334e-01
1.864999999999999858e+01,1.212700000000000063e-02,8.536749807660305722e-02,1.551158143484087648e-01,1.649212501030757672e+00,3.365226880476342997e-01,5.549974240086323896e-01
1.866666666666666785e+01,1.212666666666666580e-02,8.527690979113274061e-02,1.549534062899111386e-01,1.649257833974711485e+00,3.361803360510583483e-01,5.544480528604590619e-01
1.868333333333333357e+01,1.212633333333333271e-02,8.518663892337728638e-02,1.547912959582892767e-01,1.649303169410923919e+00,3.358389976745555505e-01,5.539003232764323492e-01
